-0.112482,0.0509574,-0.186276,0.324151,0.556974,-0.190881,-0.417933,-0.0183484,0.500328,-0.3234,-0.0354816,0.0553252,0.418198,-0.400211,-0.0931392,-0.0955361,-0.107329,-0.285089,0.178741,-0.172891,-0.186324,-0.273997,0.176222,0.097572
-0.16669,0.0509574,-0.186276,0.324151,0.556974,-0.190881,-0.417933,-0.0183484,0.500328,-0.3234,-0.0354816,0.0553252,0.418198,-0.400211,-0.0931392,-0.0955361,-0.107329,-0.285089,0.178741,-0.172891,-0.186324,-0.273997,0.176222,0.054208
-0.16669,0.0509574,-0.186276,0.324151,0.491925,-0.190881,-0.417933,0.000220303,0.500328,-0.3234,-0.0354816,0.0492539,0.418198,-0.400211,-0.0931392,-0.101607,-0.107329,-0.285089,0.178741,-0.20163,-0.186324,-0.273997,0.176222,0.124499
-0.16669,0.0509574,-0.186276,0.324151,0.491925,-0.190881,-0.417933,0.000220303,0.500328,-0.3234,-0.0354816,0.0492539,0.418198,-0.400211,-0.0931392,-0.101607,-0.107329,-0.336341,0.178741,-0.20163,-0.186324,-0.273997,0.176222,0.051252
-0.23445,0.0509574,-0.186276,0.324151,0.491925,-0.190881,-0.417933,0.0150753,0.500328,-0.39732,-0.0354816,0.0443969,0.418198,-0.472159,-0.0931392,-0.106464,-0.107329,-0.336341,0.178741,-0.206487,-0.186324,-0.273997,0.176222,0.243054
-0.30221,-0.0032526,-0.186276,0.303455,0.410615,-0.190881,-0.417933,0.0150753,0.500328,-0.39732,-0.0354816,0.0443969,0.418198,-0.472159,-0.0931392,-0.106464,-0.172377,-0.413219,0.178741,-0.229155,-0.186324,-0.273997,0.176222,0.38857
-0.30221,-0.0574626,-0.186276,0.303455,0.410615,-0.251001,-0.417933,0.033644,0.430352,-0.47124,-0.0354816,0.0383256,0.34625,-0.472159,-0.0931392,-0.112536,-0.172377,-0.490097,0.114676,-0.263561,-0.186324,-0.273997,0.176222,0.536235
-0.464834,-0.100831,-0.186276,0.277585,0.329305,-0.326151,-0.417933,0.048499,0.325388,-0.47124,-0.0354816,0.0334686,0.256315,-0.562094,-0.0931392,-0.117393,-0.253687,-0.566975,0.114676,-0.268418,-0.242502,-0.273997,0.176222,0.916948
-0.519042,-0.144199,-0.186276,0.277585,0.231733,-0.326151,-0.417933,0.048499,0.325388,-0.56364,-0.0354816,0.0334686,0.256315,-0.562094,-0.0931392,-0.117393,-0.253687,-0.566975,0.0506114,-0.296753,-0.289317,-0.273997,0.176222,0.426763
-0.654562,-0.144199,-0.186276,0.277585,0.150423,-0.401301,-0.417933,0.048499,0.220424,-0.56364,-0.0354816,0.0334686,0.16638,-0.723977,-0.148579,-0.117393,-0.334997,-0.63104,0.0506114,-0.296753,-0.336132,-0.273997,0.176222,0.896392
-0.857842,-0.198409,-0.186276,0.251715,-0.0284585,-0.401301,-0.417933,0.0406068,0.0454844,-0.72996,-0.0909216,0.0255764,0.0764447,-0.795925,-0.148579,-0.0932549,-0.334997,-0.707918,-0.0390796,-0.272615,-0.48594,-0.175437,0.176222,1.49982
-1.08823,-0.198409,-0.186276,0.251715,-0.109768,-0.476451,-0.417933,0.0406068,0.0454844,-0.80388,-0.0909216,0.0255764,0.0764447,-0.88586,-0.204019,-0.0932549,-0.432569,-0.771983,-0.103145,-0.272615,-0.560844,-0.175437,0.176222,0.906745
-1.29151,-0.198409,-0.186276,0.220671,-0.272388,-0.566631,-0.417933,0.0305794,-0.0419856,-0.8778,-0.146362,0.020477,0.00449675,-1.02976,-0.204019,-0.0727303,-0.530141,-0.771983,-0.180023,-0.223756,-0.607659,-0.175437,0.176222,1.22557
-1.50834,-0.198409,-0.263891,0.220671,-0.353698,-0.641781,-0.417933,-0.0139856,-0.14695,-1.04412,-0.21289,0.035048,-0.103425,-1.1017,-0.270547,-0.0581593,-0.530141,-0.771983,-0.244088,-0.209185,-0.654474,-0.0768768,0.176222,1.33284
-1.63031,-0.198409,-0.263891,0.220671,-0.500056,-0.701901,-0.417933,-0.0548368,-0.251914,-1.11804,-0.21289,0.0484048,-0.19336,-1.28157,-0.270547,-0.0448025,-0.627713,-0.836048,-0.244088,-0.167493,-0.654474,-0.0768768,0.117087,1.10716
-1.69807,-0.198409,-0.263891,0.199975,-0.581366,-0.701901,-0.417933,-0.0882605,-0.391866,-1.19196,-0.257242,0.0593331,-0.19336,-1.37151,-0.325987,-0.0338742,-0.725285,-0.797609,-0.29534,-0.156565,-0.701289,-0.0768768,0.117087,0.873652
-1.69807,-0.198409,-0.325983,0.199975,-0.662676,-0.777051,-0.417933,-0.106829,-0.391866,-1.19196,-0.257242,0.0654044,-0.301282,-1.37151,-0.325987,-0.0278029,-0.725285,-0.797609,-0.487535,-0.150493,-0.701289,-0.0768768,0.117087,0.555452
-1.76583,-0.198409,-0.403598,0.199975,-0.662676,-0.777051,-0.482981,-0.132825,-0.479336,-1.19196,-0.257242,0.0739042,-0.391217,-1.44346,-0.325987,-0.0193031,-0.887905,-0.797609,-0.487535,-0.141994,-0.701289,0.0019712,0.117087,0.75274
-1.76583,-0.198409,-0.403598,0.199975,-0.760248,-0.777051,-0.482981,-0.132825,-0.566806,-1.26588,-0.257242,0.0739042,-0.391217,-1.44346,-0.325987,-0.0193031,-0.936691,-0.797609,-0.487535,-0.141994,-0.701289,0.0019712,0.117087,0.307748
-1.76583,-0.198409,-0.496736,0.199975,-0.760248,-0.777051,-0.482981,-0.151394,-0.566806,-1.26588,-0.301594,0.0799754,-0.391217,-1.44346,-0.325987,-0.0132319,-0.936691,-0.797609,-0.487535,-0.135922,-0.663837,0.0019712,0.117087,0.211725
-1.76583,-0.155041,-0.496736,0.199975,-0.825296,-0.777051,-0.482981,-0.169963,-0.654276,-1.19196,-0.301594,0.0860467,-0.481152,-1.44346,-0.325987,-0.00716061,-0.936691,-0.797609,-0.487535,-0.129851,-0.663837,0.0019712,0.117087,0.396524
-1.76583,-0.155041,-0.558828,0.199975,-0.825296,-0.777051,-0.482981,-0.169963,-0.654276,-1.19196,-0.357034,0.0860467,-0.481152,-1.44346,-0.325987,-0.00716061,-1.00174,-0.746357,-0.487535,-0.129851,-0.663837,0.0019712,0.117087,0.233832
-1.76583,-0.155041,-0.558828,0.199975,-0.825296,-0.777051,-0.482981,-0.169963,-0.724252,-1.19196,-0.357034,0.0860467,-0.481152,-1.44346,-0.325987,-0.00716061,-1.00174,-0.746357,-0.487535,-0.129851,-0.663837,0.0019712,0.117087,0.069976
