102.151,111.565,100.115,1.23611,1.41106,1.29543,0.00166204,-0.191818,114.021,108.676,1.47036,1.40806
101.103,111.44,99.7231,1.22497,1.39768,1.25898,-0.0106188,-0.200846,113.98,108.484,1.45159,1.37885
99.7642,111.238,98.9983,1.20876,1.37486,1.20048,-0.0269388,-0.21162,113.861,108.117,1.42047,1.33332
98.2453,111.009,98.0949,1.19277,1.33671,1.14245,-0.048108,-0.220799,113.75,107.715,1.38438,1.28597
96.6593,110.533,96.7523,1.17318,1.29011,1.06959,-0.063504,-0.231924,113.381,106.921,1.34094,1.22454
94.7,109.719,94.876,1.15049,1.23428,0.979265,-0.0741239,-0.240891,112.718,105.843,1.29166,1.15948
92.5764,108.676,92.3146,1.12959,1.16468,0.867719,-0.0793472,-0.247576,111.879,104.753,1.23229,1.09645
90.3522,107.184,88.0795,1.1119,1.07412,0.664054,-0.0835008,-0.256629,110.388,103.098,1.1242,1.00538
87.8215,105.087,82.2283,1.09475,0.959668,0.429413,-0.093812,-0.273308,108.619,101.119,0.998337,0.906977
85.3042,102.877,73.5628,1.07648,0.853432,0.329952,-0.112625,-0.287016,106.412,98.8968,0.86729,0.816972
82.0367,100.612,66.4925,1.06781,0.742561,0.424639,-0.140763,-0.296076,103.968,96.439,0.728352,0.72696
77.6206,96.8958,60.9496,1.04194,0.558405,0.532785,-0.153903,-0.317341,101.242,93.7893,0.588213,0.624506
72.8466,92.685,57.8548,1.01303,0.373068,0.588683,-0.163035,-0.355306,98.4149,91.7467,0.447518,0.535428
64.5254,83.3219,56.4295,0.988146,0.0706722,0.660866,-0.0431511,-0.398824,88.1156,81.0547,0.164296,0.204945
63.8899,79.5918,57.0783,0.981948,0.279328,0.642741,-0.0585303,-0.442958,86.1693,79.7099,0.222003,0.231915
64.0561,76.8032,57.0981,0.975342,0.407702,0.64854,-0.0416941,-0.452506,84.5422,77.7525,0.277952,0.28653
64.4391,74.0096,57.285,0.967274,0.516248,0.642134,-0.0171958,-0.464963,83.0915,76.2088,0.32825,0.336362
64.5217,71.5374,57.1182,0.96272,0.605254,0.650694,0.0249318,-0.4756,80.9244,74.5745,0.408115,0.398991
64.6512,69.8313,56.646,0.959742,0.657426,0.674361,0.0460986,-0.486389,78.5574,72.8102,0.489352,0.467997
