83.034,50.5881,40.127,1.27271,1.15937,1.2363,-0.440171,-0.0259048,44.7076,39.1401,1.32502,1.34883
86.6308,48.2544,39.7273,1.35478,1.25144,1.24805,-0.0495514,-0.0721225,43.7585,37.8954,1.3617,1.39926
90.1163,48.4496,39.8888,1.41164,1.23869,1.22671,-0.17227,-0.100766,44.4915,39.3568,1.32182,1.33028
91.5006,48.7309,40.7226,1.44463,1.21538,1.16387,-0.0338701,-0.118737,45.9699,40.9942,1.26383,1.25849
92.248,49.746,42.375,1.45972,1.15654,1.06921,-0.0796466,-0.140723,48.344,43.7991,1.17329,1.13995
91.6401,52.6014,45.6529,1.46422,1.02975,0.893562,-0.0260061,-0.149564,53.6904,49.0244,0.979308,0.935285
90.5347,55.3616,48.9786,1.44558,0.906545,0.739052,-0.0582834,-0.168122,59.5791,54.4522,0.7717,0.725644
88.174,58.8115,51.9811,1.39445,0.757984,0.606515,0.00611087,-0.175052,65.2612,59.0932,0.575201,0.546328
86.399,62.8541,54.4318,1.36132,0.592328,0.509601,-0.0237593,-0.190682,69.4308,62.7333,0.423183,0.408188
84.9024,67.3664,56.9746,1.33074,0.391535,0.422615,-0.0218344,-0.18847,74.0399,67.0434,0.256565,0.263237
80.9345,82.6123,68.5998,1.3384,0.445563,0.456865,-0.136404,-0.193882,93.2654,84.5389,0.549328,0.509708
78.8684,89.8144,74.3056,1.32988,0.911234,0.691961,-0.144837,-0.206169,98.5994,90.3024,0.830923,0.76478
77.3228,91.9077,77.2775,1.33171,1.13397,0.877668,-0.16437,-0.20224,100.834,93.1293,0.997817,0.930184
76.1372,92.4753,78.9165,1.33034,1.24775,1.01522,-0.167223,-0.210222,101.911,94.7221,1.10609,1.04726
75.4865,93.2245,80.5925,1.33487,1.3002,1.13827,-0.179193,-0.206852,103.398,96.6279,1.1774,1.14438
75.3722,93.6991,81.7525,1.35036,1.31179,1.225,-0.17396,-0.206001,104.357,97.9234,1.21132,1.20398
75.4731,94.1144,82.5053,1.36566,1.31307,1.2898,-0.170798,-0.206305,105.064,98.8146,1.2313,1.24632
75.7176,94.3945,82.8806,1.37529,1.30259,1.31991,-0.151303,-0.200707,105.528,99.2776,1.23573,1.26109
76.4758,94.9013,82.9858,1.3736,1.29828,1.35115,-0.145614,-0.191893,106.165,99.6995,1.26646,1.28849
77.5589,95.2918,82.9601,1.3694,1.30756,1.34968,-0.114929,-0.191877,106.605,99.9216,1.28767,1.29294
78.8823,96.1166,83.0844,1.37797,1.40463,1.36542,-0.0994112,-0.190058,107.353,100.527,1.35959,1.34144
79.7666,96.7374,83.2764,1.37518,1.49244,1.37933,-0.0728397,-0.182923,108.018,101.129,1.42386,1.38656
81.516,97.178,83.394,1.38199,1.63691,1.39517,-0.049843,-0.178686,108.675,101.814,1.53287,1.46389
82.3724,97.4912,83.4952,1.37602,1.61681,1.42869,-0.0141495,-0.166086,109.006,102.122,1.52037,1.47557
