55.3171,104.284,53.4646,1.02357,1.47807,0.620724,0.0468392,-0.00679667,108.502,103.111,1.64685,1.49034
55.3258,104.292,53.371,1.02342,1.478,0.624567,0.0467688,-0.00596764,108.504,103.111,1.64688,1.49085
55.3423,104.298,53.2874,1.02318,1.47832,0.628151,0.0471012,-0.00606002,108.505,103.114,1.64745,1.49138
55.3622,104.303,53.2155,1.0229,1.47854,0.63147,0.0471141,-0.00635471,108.508,103.115,1.64818,1.49197
55.3893,104.31,53.1281,1.02253,1.47897,0.635339,0.0472541,-0.00704144,108.511,103.117,1.64894,1.49288
55.4109,104.314,53.0674,1.02225,1.47925,0.637845,0.0477919,-0.00713703,108.512,103.119,1.6494,1.49366
55.4363,104.319,53.0021,1.02191,1.47963,0.64076,0.0484331,-0.00728371,108.513,103.123,1.64998,1.4945
55.4567,104.321,52.9545,1.02166,1.47986,0.64268,0.0489276,-0.00755098,108.514,103.126,1.65034,1.49531
55.4737,104.322,52.9132,1.02144,1.47979,0.644556,0.0498933,-0.00793938,108.514,103.128,1.65035,1.49576
55.491,104.325,52.8683,1.02124,1.47999,0.646971,0.0509074,-0.00850382,108.514,103.13,1.65023,1.49588
55.5043,104.325,52.8384,1.02108,1.48014,0.648473,0.0511245,-0.00909479,108.513,103.13,1.64988,1.49591
55.5077,104.324,52.8028,1.02104,1.48006,0.650387,0.0511316,-0.00984445,108.513,103.129,1.64951,1.49581
55.5067,104.323,52.7753,1.02104,1.47988,0.651875,0.0507786,-0.0103011,108.512,103.129,1.64905,1.49581
55.5088,104.325,52.7367,1.02101,1.47948,0.653969,0.0513801,-0.0106755,108.512,103.128,1.64819,1.4954
55.5161,104.326,52.6993,1.02093,1.47928,0.655632,0.0515853,-0.0108131,108.512,103.125,1.64745,1.4952
55.5175,104.326,52.6739,1.02094,1.47909,0.656373,0.0514982,-0.0109098,108.511,103.121,1.64668,1.49503
55.5162,104.326,52.6731,1.02099,1.47928,0.656268,0.0511311,-0.0108767,108.51,103.118,1.64638,1.49454
55.5112,104.325,52.6802,1.02106,1.47939,0.655896,0.0503475,-0.0106796,108.51,103.116,1.64626,1.49423
55.5084,104.325,52.6845,1.02112,1.47953,0.655641,0.0497625,-0.0105256,108.51,103.115,1.64618,1.49406
