89.0636,102.926,94.1747,1.42169,1.48871,1.47156,-0.093896,-0.117279,105.768,101.649,1.55403,1.576
89.0538,102.939,94.1745,1.4222,1.48726,1.47124,-0.0940126,-0.116468,105.788,101.655,1.55381,1.5756
89.0529,102.949,94.1721,1.42246,1.48542,1.4706,-0.0945292,-0.115691,105.804,101.658,1.55346,1.57517
89.0742,102.959,94.1691,1.42272,1.48451,1.46988,-0.0960164,-0.114904,105.82,101.661,1.55417,1.57525
89.0782,102.971,94.1614,1.42234,1.48432,1.46882,-0.095636,-0.114573,105.83,101.661,1.55456,1.57494
89.0641,102.984,94.1547,1.42172,1.48414,1.46769,-0.0957685,-0.114094,105.838,101.664,1.5546,1.57445
89.0602,102.996,94.1526,1.42173,1.4837,1.46731,-0.0956003,-0.113944,105.85,101.668,1.55495,1.57451
89.055,103.009,94.1541,1.42188,1.48378,1.46725,-0.0953828,-0.113955,105.861,101.672,1.55533,1.57472
89.0485,103.021,94.1582,1.42212,1.48423,1.46761,-0.0961113,-0.113971,105.871,101.679,1.55589,1.57522
89.0413,103.036,94.1659,1.42242,1.48499,1.4682,-0.0968708,-0.114005,105.882,101.688,1.55657,1.57588
89.0388,103.046,94.1702,1.4226,1.4855,1.46848,-0.0972937,-0.114102,105.89,101.695,1.55702,1.5763
89.037,103.054,94.1742,1.42261,1.48553,1.46901,-0.0975552,-0.11419,105.896,101.7,1.55773,1.57699
89.032,103.059,94.1776,1.42231,1.48585,1.46927,-0.0978082,-0.114287,105.9,101.703,1.55841,1.57751
89.0295,103.064,94.1811,1.42203,1.48681,1.46953,-0.0977156,-0.114373,105.9,101.708,1.55924,1.57809
89.033,103.068,94.1837,1.42191,1.48798,1.4695,-0.0980874,-0.114263,105.898,101.713,1.55966,1.57843
89.0375,103.07,94.1833,1.42168,1.48909,1.46943,-0.0985885,-0.1142,105.892,101.717,1.55998,1.57868
89.0569,103.069,94.1832,1.42177,1.48983,1.46918,-0.0988136,-0.11426,105.884,101.718,1.55992,1.57873
89.0923,103.071,94.189,1.42318,1.49166,1.46933,-0.099405,-0.114629,105.876,101.723,1.55997,1.57897
89.1049,103.065,94.1845,1.42331,1.49209,1.46834,-0.0991507,-0.115173,105.863,101.72,1.55966,1.57838
89.1211,103.061,94.1826,1.42362,1.49274,1.46761,-0.0990728,-0.115612,105.852,101.719,1.55955,1.57803
